side_length,board_size,matchup,player_policy,enemy_policy,winner,win_reason,final_round,threshold_60,player_first_rounds,enemy_first_rounds,p_controlled,e_controlled,p_non_core,e_non_core,neutral_fields,build,raid,raid_takeovers,raid_absorbed_by_shield,fortify,rebuild,field_upgrade,core_upgrade,wait,p_build,p_raid,p_fortify,p_rebuild,p_wait,e_build,e_raid,e_fortify,e_rebuild,e_wait,p_holz_waste,p_stein_waste,p_korn_waste,e_holz_waste,e_stein_waste,e_korn_waste,p_holz,p_stein,p_korn,e_holz,e_stein,e_korn,final_shielded_fields,final_shield_points,final_max_shield
5,61,utility_fortifier_vs_phase_player,utility_fortifier,phase_player,enemy,full_board_majority,66,37,33,33,26,35,25,34,0,57,198,130,68,102,0,17,2,18,36,86,59,0,9,21,112,43,0,9,255,114,157,130,209,898,0,12,12,4,0,7,24,28,3
5,61,utility_fortifier_vs_rusher,utility_fortifier,rusher,enemy,territory,80,37,40,40,17,37,16,36,7,50,308,248,60,73,2,4,2,38,41,111,73,2,5,9,197,0,0,33,183,82,199,545,12,555,12,12,12,12,12,9,3,4,2
5,61,utility_fortifier_vs_utility_balancer,utility_fortifier,utility_balancer,enemy,full_board_majority,41,37,21,20,26,35,25,34,0,57,31,12,19,101,21,13,2,19,22,26,42,11,14,35,5,59,10,5,228,64,171,57,51,250,12,12,8,0,12,12,41,75,3
5,61,utility_fortifier_vs_utility_rusher,utility_fortifier,utility_rusher,enemy,territory,34,37,17,17,18,37,17,36,6,51,89,80,9,34,1,8,2,16,30,33,18,1,11,21,56,16,0,5,50,28,133,143,73,150,12,12,12,12,12,9,18,25,3
5,61,utility_fortifier_vs_utility_economist,utility_fortifier,utility_economist,,none,121,37,60,60,26,29,25,28,6,51,9,7,2,94,345,46,2,173,21,7,46,93,168,30,2,48,252,5,1212,470,2341,2543,217,363,10,12,12,6,12,12,37,92,3
5,61,utility_fortifier_vs_utility_fortifier,utility_fortifier,utility_fortifier,,none,121,37,60,60,23,31,22,30,7,50,2,2,0,84,352,30,2,200,21,1,38,101,192,29,1,46,251,8,884,4,1750,2962,261,310,10,4,12,6,0,12,42,84,3
5,61,utility_fortifier_vs_utility_aggro_turtle,utility_fortifier,utility_aggro_turtle,enemy,territory,40,37,20,20,22,37,21,36,2,55,40,16,24,92,12,13,2,21,22,19,43,9,16,33,21,49,3,5,158,16,230,88,79,220,12,12,12,10,12,9,36,64,3
5,61,utility_fortifier_vs_utility_opportunist,utility_fortifier,utility_opportunist,enemy,full_board_majority,46,37,23,23,27,34,26,33,0,57,56,42,14,139,1,7,2,11,31,28,64,1,6,26,28,75,0,5,55,56,281,281,79,169,12,2,12,0,12,7,45,124,3
5,61,utility_aggro_turtle_vs_phase_player,utility_aggro_turtle,phase_player,enemy,territory,50,37,25,25,19,37,18,36,5,52,126,97,29,68,2,22,2,25,24,64,37,0,9,28,62,31,2,16,215,127,97,128,33,474,12,12,12,9,8,5,23,37,3
5,61,utility_aggro_turtle_vs_rusher,utility_aggro_turtle,rusher,enemy,territory,104,37,52,52,20,37,19,36,4,53,440,376,64,80,2,4,2,40,40,177,80,2,5,13,263,0,0,35,523,3,339,367,130,1047,12,3,12,12,12,4,4,9,3
5,61,utility_aggro_turtle_vs_utility_balancer,utility_aggro_turtle,utility_balancer,enemy,full_board_majority,55,37,28,27,28,33,27,32,0,57,64,21,43,136,33,15,2,22,21,49,53,14,17,36,15,83,19,5,262,127,371,137,129,391,12,0,9,0,12,6,37,86,3
5,61,utility_aggro_turtle_vs_utility_rusher,utility_aggro_turtle,utility_rusher,enemy,territory,42,37,21,21,20,37,19,36,4,53,139,127,12,32,2,6,2,15,31,59,19,0,10,22,80,13,2,5,90,59,174,292,103,133,12,12,12,12,12,4,14,20,2
5,61,utility_aggro_turtle_vs_utility_economist,utility_aggro_turtle,utility_economist,player,full_board_majority,44,37,22,22,32,29,31,28,0,57,25,15,10,115,16,15,2,32,25,18,62,9,5,32,7,53,7,27,122,71,270,112,64,230,0,12,12,0,12,12,40,105,3
5,61,utility_aggro_turtle_vs_utility_fortifier,utility_aggro_turtle,utility_fortifier,player,full_board_majority,38,37,19,19,31,30,30,29,0,57,4,3,1,104,33,16,2,10,30,1,56,11,5,27,3,48,22,5,35,31,243,48,66,224,0,12,12,5,11,12,51,103,3
5,61,utility_aggro_turtle_vs_utility_aggro_turtle,utility_aggro_turtle,utility_aggro_turtle,enemy,full_board_majority,47,37,24,23,25,36,24,35,0,57,47,18,29,111,25,12,2,26,21,31,47,14,21,36,16,64,11,5,142,52,370,63,81,278,12,11,4,0,12,12,37,78,3
5,61,utility_aggro_turtle_vs_utility_opportunist,utility_aggro_turtle,utility_opportunist,enemy,full_board_majority,51,37,26,25,30,31,29,30,0,57,50,41,9,172,4,7,2,12,27,26,87,1,7,30,24,85,3,5,220,102,180,186,127,240,12,9,0,0,12,12,56,163,3
5,61,utility_opportunist_vs_phase_player,utility_opportunist,phase_player,enemy,full_board_majority,50,37,25,25,29,32,28,31,0,57,132,88,44,75,0,13,2,20,35,60,39,0,10,22,72,36,0,10,110,79,205,100,125,436,0,12,9,12,12,7,23,26,3
5,61,utility_opportunist_vs_rusher,utility_opportunist,rusher,,none,121,37,60,60,24,29,23,28,8,49,562,507,55,65,2,6,2,34,37,246,65,2,5,12,316,0,0,29,482,284,412,465,112,1118,12,12,6,12,12,7,2,3,2
5,61,utility_opportunist_vs_utility_balancer,utility_opportunist,utility_balancer,enemy,full_board_majority,48,37,24,24,29,32,28,31,0,57,45,31,14,159,5,7,2,11,28,19,83,2,6,29,26,76,3,5,174,86,220,79,91,288,0,12,12,5,1,0,50,145,3
5,61,utility_opportunist_vs_utility_rusher,utility_opportunist,utility_rusher,,none,121,37,60,60,20,29,19,28,12,45,619,605,14,32,0,7,2,15,25,303,21,0,7,20,316,11,0,8,590,110,259,1058,336,638,12,12,6,12,12,9,10,18,3
5,61,utility_opportunist_vs_utility_economist,utility_opportunist,utility_economist,player,full_board_majority,50,37,25,25,31,30,30,29,0,57,55,44,11,161,5,8,2,10,27,28,82,2,5,30,27,79,3,5,205,140,200,171,85,277,0,12,12,12,1,3,52,150,3
5,61,utility_opportunist_vs_utility_fortifier,utility_opportunist,utility_fortifier,player,full_board_majority,48,37,24,24,32,29,31,28,0,57,49,41,8,159,3,8,2,10,25,26,83,1,5,32,23,76,2,5,326,132,103,125,73,242,0,12,5,10,3,0,53,151,3
5,61,utility_opportunist_vs_utility_aggro_turtle,utility_opportunist,utility_aggro_turtle,enemy,full_board_majority,50,37,25,25,29,32,28,31,0,57,47,36,11,167,4,6,2,15,31,19,82,2,10,26,28,85,2,5,176,96,262,121,62,291,0,12,12,12,12,0,54,156,3
5,61,utility_opportunist_vs_utility_opportunist,utility_opportunist,utility_opportunist,enemy,full_board_majority,50,37,25,25,30,31,29,30,0,57,53,44,9,163,4,6,2,13,26,28,79,3,8,31,25,84,1,5,100,76,337,238,85,171,0,12,12,12,12,4,57,154,3
