side_length,board_size,matchup,player_policy,enemy_policy,winner,win_reason,final_round,threshold_60,player_first_rounds,enemy_first_rounds,p_controlled,e_controlled,p_non_core,e_non_core,neutral_fields,build,raid,raid_takeovers,raid_absorbed_by_shield,fortify,rebuild,field_upgrade,core_upgrade,wait,p_build,p_raid,p_fortify,p_rebuild,p_wait,e_build,e_raid,e_fortify,e_rebuild,e_wait,p_holz_waste,p_stein_waste,p_korn_waste,e_holz_waste,e_stein_waste,e_korn_waste,p_holz,p_stein,p_korn,e_holz,e_stein,e_korn,final_shielded_fields,final_shield_points,final_max_shield
5,61,utility_rusher_vs_utility_fortifier,utility_rusher,utility_fortifier,player,territory,33,37,17,16,37,22,36,21,2,55,90,78,12,26,0,7,2,15,27,52,6,0,9,28,38,20,0,6,33,102,164,46,40,118,0,12,6,9,12,12,9,14,3
5,61,utility_rusher_vs_utility_aggro_turtle,utility_rusher,utility_aggro_turtle,player,full_board_majority,35,37,18,17,34,27,33,26,0,57,99,90,9,27,0,7,2,17,28,55,6,0,12,29,44,21,0,5,70,95,144,70,41,186,0,12,10,0,12,11,14,18,2
5,61,utility_rusher_vs_utility_opportunist,utility_rusher,utility_opportunist,enemy,territory,36,37,18,18,23,37,22,36,1,56,107,99,8,18,0,7,2,21,26,53,6,0,16,30,54,12,0,5,52,88,144,71,45,222,12,12,12,12,12,10,9,10,2
5,61,utility_economist_vs_phase_player,utility_economist,phase_player,player,territory,41,37,21,20,37,22,36,21,2,55,117,96,21,41,0,14,2,14,31,63,17,0,6,24,54,24,0,8,94,161,317,7,10,271,0,12,7,8,8,12,19,20,2
5,61,utility_economist_vs_rusher,utility_economist,rusher,,none,121,37,60,60,25,25,24,24,11,46,578,571,7,28,0,19,2,47,30,282,28,0,5,16,296,0,0,42,929,555,620,41,27,1226,12,12,5,4,10,4,10,21,3
5,61,utility_economist_vs_utility_balancer,utility_economist,utility_balancer,player,full_board_majority,44,37,22,22,32,29,31,28,0,57,85,77,8,93,4,11,2,12,31,40,44,2,7,26,45,49,2,5,176,136,247,132,179,152,0,12,3,12,12,0,35,85,3
5,61,utility_economist_vs_utility_rusher,utility_economist,utility_rusher,enemy,full_board_majority,40,37,20,20,28,33,27,32,0,57,125,119,6,25,0,8,2,19,29,60,16,0,6,28,65,9,0,13,129,115,154,97,109,185,12,12,12,0,12,10,12,19,3
5,61,utility_economist_vs_utility_economist,utility_economist,utility_economist,enemy,full_board_majority,48,37,24,24,30,31,29,30,0,57,126,117,9,73,0,13,2,13,29,63,36,0,6,28,63,37,0,7,198,234,191,243,81,296,12,8,12,0,12,10,28,64,3
5,61,utility_economist_vs_utility_fortifier,utility_economist,utility_fortifier,enemy,full_board_majority,40,37,20,20,30,31,29,30,0,57,101,92,9,58,0,9,2,11,30,50,25,0,6,27,51,33,0,5,104,187,174,111,50,220,0,12,12,0,12,0,26,49,3
5,61,utility_economist_vs_utility_aggro_turtle,utility_economist,utility_aggro_turtle,player,full_board_majority,41,37,21,20,31,30,30,29,0,57,71,64,7,92,1,9,2,12,29,36,44,0,7,28,35,48,1,5,140,141,193,137,137,129,0,12,4,0,12,12,34,85,3
5,61,utility_economist_vs_utility_opportunist,utility_economist,utility_opportunist,enemy,full_board_majority,46,37,23,23,30,31,29,30,0,57,125,115,10,65,1,10,2,12,27,63,30,1,7,30,62,35,0,5,191,169,234,139,145,232,12,12,12,0,12,6,25,55,3
5,61,utility_fortifier_vs_phase_player,utility_fortifier,phase_player,player,full_board_majority,65,37,33,32,34,27,33,26,0,57,188,128,60,90,1,25,2,22,40,89,47,0,13,17,99,43,1,9,137,103,352,1,109,977,0,12,12,2,12,12,20,27,3
5,61,utility_fortifier_vs_rusher,utility_fortifier,rusher,player,territory,49,37,25,24,37,8,36,7,16,41,101,77,24,56,3,13,1,76,32,40,56,1,5,9,61,0,2,71,63,134,315,0,0,140,0,12,9,0,5,6,15,30,3
5,61,utility_fortifier_vs_utility_balancer,utility_fortifier,utility_balancer,player,full_board_majority,45,37,23,22,31,30,30,29,0,57,80,69,11,106,2,8,2,13,28,42,53,1,7,29,38,53,1,6,186,105,250,214,148,129,0,12,4,0,12,12,40,95,3
5,61,utility_fortifier_vs_utility_rusher,utility_fortifier,utility_rusher,enemy,full_board_majority,34,37,17,17,27,34,26,33,0,57,97,88,9,25,0,7,2,15,27,45,18,0,7,30,52,7,0,8,71,40,162,60,114,101,0,12,11,0,12,8,13,16,3
5,61,utility_fortifier_vs_utility_economist,utility_fortifier,utility_economist,player,full_board_majority,47,37,24,23,31,30,30,29,0,57,117,98,19,76,1,11,2,15,31,51,48,0,7,26,66,28,1,8,107,107,385,316,122,74,0,12,6,12,4,12,26,55,3
5,61,utility_fortifier_vs_utility_fortifier,utility_fortifier,utility_fortifier,enemy,full_board_majority,38,37,19,19,30,31,29,30,0,57,66,58,8,77,0,6,2,20,32,30,35,0,13,25,36,42,0,7,76,82,164,125,82,170,0,12,6,12,12,0,34,69,3
5,61,utility_fortifier_vs_utility_aggro_turtle,utility_fortifier,utility_aggro_turtle,player,full_board_majority,48,37,24,24,31,30,30,29,0,57,79,70,9,128,0,6,2,14,31,36,62,0,9,26,43,66,0,5,175,110,242,239,112,210,0,12,12,12,12,0,51,119,3
5,61,utility_fortifier_vs_utility_opportunist,utility_fortifier,utility_opportunist,enemy,full_board_majority,38,37,19,19,28,33,27,32,0,57,77,68,9,66,0,8,2,13,26,36,38,0,7,31,41,28,0,6,112,90,197,140,98,98,12,12,12,0,12,12,26,57,3
5,61,utility_aggro_turtle_vs_phase_player,utility_aggro_turtle,phase_player,player,territory,55,37,28,27,37,20,36,19,4,53,161,117,44,67,8,18,2,18,36,79,36,0,9,17,82,31,8,9,87,134,319,98,82,515,10,12,6,12,12,12,18,22,3
5,61,utility_aggro_turtle_vs_rusher,utility_aggro_turtle,rusher,player,territory,55,37,28,27,37,12,36,11,12,45,125,93,32,59,6,21,2,68,34,47,59,4,5,11,78,0,2,63,80,240,366,0,2,186,8,12,8,9,7,12,13,26,3
5,61,utility_aggro_turtle_vs_utility_balancer,utility_aggro_turtle,utility_balancer,enemy,full_board_majority,47,37,24,23,30,31,29,30,0,57,80,72,8,119,3,8,2,13,28,39,61,2,7,29,41,58,1,6,128,155,300,229,117,179,12,12,0,0,12,6,42,111,3
5,61,utility_aggro_turtle_vs_utility_rusher,utility_aggro_turtle,utility_rusher,enemy,full_board_majority,40,37,20,20,28,33,27,32,0,57,124,115,9,29,0,6,2,17,25,58,23,0,7,32,66,6,0,10,157,88,123,62,88,267,12,12,12,0,12,12,15,20,3
5,61,utility_aggro_turtle_vs_utility_economist,utility_aggro_turtle,utility_economist,enemy,full_board_majority,40,37,20,20,30,31,29,30,0,57,86,81,5,69,1,9,2,14,29,42,35,1,7,28,44,34,0,7,140,119,147,134,88,225,0,12,12,0,12,4,31,64,3
5,61,utility_aggro_turtle_vs_utility_fortifier,utility_aggro_turtle,utility_fortifier,enemy,full_board_majority,37,37,19,18,28,33,27,32,0,57,71,62,9,58,0,7,2,25,28,36,26,0,17,29,35,32,0,8,84,91,159,87,68,169,12,12,5,0,12,12,27,49,3
5,61,utility_aggro_turtle_vs_utility_aggro_turtle,utility_aggro_turtle,utility_aggro_turtle,player,full_board_majority,49,37,25,24,31,30,30,29,0,57,78,66,12,125,5,9,2,16,29,39,62,2,9,28,39,63,3,7,155,135,266,235,73,238,12,6,0,0,6,12,42,111,3
5,61,utility_aggro_turtle_vs_utility_opportunist,utility_aggro_turtle,utility_opportunist,enemy,full_board_majority,42,37,21,21,28,33,27,32,0,57,93,87,6,74,1,8,2,13,27,46,38,1,7,30,47,36,0,6,116,118,274,142,115,162,12,12,12,0,12,10,31,68,3
5,61,utility_opportunist_vs_phase_player,utility_opportunist,phase_player,player,full_board_majority,41,37,21,20,33,28,32,27,0,57,109,87,22,39,0,16,2,19,38,54,15,0,10,19,55,24,0,9,84,38,186,29,90,376,0,12,11,12,12,12,15,17,2
5,61,utility_opportunist_vs_rusher,utility_opportunist,rusher,player,domination,29,37,15,14,35,1,34,0,25,32,50,44,6,25,2,6,1,55,23,27,25,1,5,9,23,0,1,50,60,69,135,0,0,33,0,12,9,1,2,5,15,19,2
5,61,utility_opportunist_vs_utility_balancer,utility_opportunist,utility_balancer,enemy,full_board_majority,46,37,23,23,30,31,29,30,0,57,101,91,10,92,1,8,2,13,29,49,47,0,7,28,52,45,1,6,195,86,284,262,155,106,0,12,12,0,12,6,39,82,3
5,61,utility_opportunist_vs_utility_rusher,utility_opportunist,utility_rusher,enemy,full_board_majority,48,37,24,24,26,35,25,34,0,57,172,162,10,27,0,8,2,20,32,81,16,0,8,25,91,11,0,12,135,127,171,229,77,318,0,12,12,12,11,5,12,17,3
5,61,utility_opportunist_vs_utility_economist,utility_opportunist,utility_economist,player,full_board_majority,45,37,23,22,33,28,32,27,0,57,110,104,6,74,1,9,2,14,29,56,38,1,7,28,54,36,0,7,139,170,238,244,43,236,0,12,8,12,12,12,30,68,3
5,61,utility_opportunist_vs_utility_fortifier,utility_opportunist,utility_fortifier,enemy,full_board_majority,47,37,24,23,29,32,28,31,0,57,88,72,16,101,9,10,2,13,25,44,51,7,8,32,44,50,2,5,279,97,160,165,73,265,10,10,10,0,4,12,35,82,3
5,61,utility_opportunist_vs_utility_aggro_turtle,utility_opportunist,utility_aggro_turtle,player,full_board_majority,47,37,24,23,34,27,33,26,0,57,88,77,11,108,4,6,2,12,29,46,52,1,7,28,42,56,3,5,202,155,182,214,58,243,0,12,12,12,12,12,38,97,3
5,61,utility_opportunist_vs_utility_opportunist,utility_opportunist,utility_opportunist,player,full_board_majority,47,37,24,23,34,27,33,26,0,57,118,101,17,77,1,8,2,14,31,60,37,0,7,26,58,40,1,7,151,79,342,246,162,93,0,12,12,12,12,12,26,59,3
